"name","approx_cost(for two people)","online_order","book_table","rest_type","listed_in(type)","listed_in(city)","dish_liked","cuisines","rate"
"Delhi Food Point",250,1,0,"Quick Bites","Delivery","BTM","Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry","North Indian, Beverages","3"
"Khatta Meetha Teekha",300,1,0,"Quick Bites","Delivery","BTM","Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages","4"
"Gogula's Sweets & Chats",200,1,0,"Sweet Shop, Quick Bites","Delivery","BTM","Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi","Mithai, Street Food, Fast Food","4"
"Fish Chain",250,1,0,"Takeaway, Delivery","Delivery","BTM","Mustard Fish Curry","Seafood, BBQ, Biryani","4"
"La Pino'z Pizza",600,1,0,"Quick Bites","Delivery","BTM","Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages","4"
"Burger King",600,1,0,"Quick Bites","Delivery","BTM","Burgers, Wings, Whopper Burger, Cheesy Fries, Italian Fries","Burger, Fast Food, Beverages","4"
"Shiv Shakthi",100,1,0,"Quick Bites","Delivery","BTM","Poha, Samosa, Jalebi, Kachori","Street Food, North Indian","4"
"Sri Lakshmi Dhaba",250,1,0,"Quick Bites","Delivery","BTM","Paratha, Shahi Paneer","North Indian","3"
"Cafe Potpourri",400,1,0,"Cafe","Delivery","BTM","Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts","4"
"Leon Grill",500,1,0,"Quick Bites","Delivery","BTM","Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts","4"
"Sri Ganesh Juice Junction",150,1,0,"Beverage Shop","Delivery","BTM","Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food","4"
"Truly Punjab",500,1,0,"Takeaway, Delivery","Delivery","BTM","Raita, Sarson Ka Saag, Sarso Da Saag, Paneer Tikka Masala, Makke Ki Roti, Chole, Dal Fry","North Indian, Biryani","4"
"Andhra Kitchen",400,1,0,"Quick Bites","Delivery","BTM","Biryani","Andhra, Biryani","4"
"Apna Punjab",450,1,0,"Quick Bites","Delivery","BTM","Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food","4"
"Wok Paper Scissors",550,1,0,"Casual Dining","Delivery","BTM","Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos","4"
"XO Belgian Waffle",400,1,0,"Dessert Parlor","Delivery","BTM","Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages","5"
"Muthashy's",400,1,0,"Quick Bites","Delivery","BTM","Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice","Kerala, South Indian, Chinese","4"
"Behrouz Biryani",650,1,0,"Delivery","Delivery","BTM","Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice","Biryani","4"
"Momoz",600,0,0,"Casual Dining","Delivery","BTM","Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos","4"
"Ambur Biryani Point",250,1,0,"Quick Bites","Delivery","BTM","Ambur Biryani, Mutton Biryani, Raita","Biryani, Kebab","4"
"Swad Punjab Da",150,1,0,"Quick Bites","Delivery","BTM","Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry","North Indian","4"
"Subway",600,1,0,"Quick Bites, Food Court","Delivery","BTM","Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty","Salad, Fast Food","4"
"Dr. Bubbles",400,1,0,"Beverage Shop, Dessert Parlor","Delivery","BTM","Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts","4"
"Royal Biryani Kitchen",600,1,0,"Quick Bites","Delivery","BTM","Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani","Biryani, North Indian, Kebab","4"
"Sagar Fast Food",250,1,0,"Quick Bites","Delivery","BTM","Neer Dosa","South Indian, North Indian, Street Food, Chinese","4"
"Kalingas",250,1,0,"Quick Bites","Delivery","BTM","Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food","4"
"Kota Kachori",400,1,0,"Quick Bites","Delivery","BTM","Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani","4"
"Taco Bell",600,1,0,"Quick Bites","Delivery","BTM","Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint","Mexican, American, Fast Food","4"
"Hakka Chinese Restaurant",600,1,0,"Casual Dining","Delivery","BTM","Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles","Chinese, Thai","4"
"Kullad Cafe",200,1,0,"Cafe","Delivery","BTM","Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages","4"
"Mysuru Coffee Thindi",200,1,0,"Quick Bites","Delivery","BTM","Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa","South Indian, Coffee","4"
"Adithya",300,1,0,"Quick Bites","Delivery","BTM","Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese","4"
"Hatti Punjab Di",250,1,0,"Takeaway, Delivery","Delivery","BTM","Burgers, Aloo Paratha, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese","4"
"Punjabi Nawabi",400,1,0,"Casual Dining","Delivery","BTM","Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti","North Indian","4"
"Shree Muthahalli Veg",300,1,0,"Quick Bites","Delivery","BTM","Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani","South Indian, North Indian, Chinese, Juices, Ice Cream","4"
"Shanthi Sagar",400,1,0,"Casual Dining","Delivery","BTM","Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese","4"
"Five Star Chicken",300,1,0,"Quick Bites","Delivery","BTM","Fries","Burger, Fast Food, Roast Chicken, Finger Food","4"
"Chaat Street",250,1,0,"Kiosk","Delivery","BTM","Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian","4"
"Paratha Junction",300,1,0,"Quick Bites","Delivery","BTM","Paratha, Kadai Paneer","North Indian, Chinese","3"
"Bathinda Junction",600,1,1,"Casual Dining","Delivery","BTM","Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani","North Indian","4"
"Sri Vishnu Park",350,1,0,"Casual Dining","Delivery","BTM","Masala Dosa","South Indian, North Indian, Chinese","4"
"The Biriyani Pedia",300,1,0,"Quick Bites","Delivery","BTM","Chicken Stew, Ghee Rice, Chai, Beef Biryani","Biryani","4"
"Anand Sweets And Savouries",400,1,0,"Sweet Shop","Delivery","BTM","Chaat, Rasmalai, Motichoor Ladoo, Thali, Pav Bhaji, Paneer Tikka, Chole Bhature","Mithai, Street Food","4"
"Madeena Hotel",400,1,0,"Quick Bites","Delivery","BTM","Ghee Rice","North Indian, Mughlai, Biryani","4"
"Paradise",800,1,0,"Casual Dining","Delivery","BTM","Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab","4"
"Bohra Bohra",300,1,0,"Quick Bites","Delivery","BTM","Fruit Custard, Russian Cutlet","Bohri","4"
"Ghee Biryanis",500,1,0,"Takeaway, Delivery","Delivery","BTM","Biryani","Biryani, North Indian","3"
"BOX8- Desi Meals",500,1,0,"Takeaway, Delivery","Delivery","BTM","Dal Makhani, Paratha, Salad, Rajma, Biryani, Brownie, Salads","North Indian, Mughlai, Fast Food","4"
"Cakebuy",350,1,0,"Dessert Parlor","Delivery","BTM","Chocolate Truffle","Desserts","4"
"KFC",400,1,0,"Quick Bites","Delivery","BTM","Burgers, Crispy Chicken, Fiery Chicken, Chicken Wings, Chicken Grill, Rice Bowl, Hot Wings","Burger, Fast Food","4"
"Krishna Sagar",300,1,0,"Quick Bites","Delivery","BTM","Masala Dosa","South Indian, North Indian, Chinese","4"
"99 Pancakes",500,1,0,"Dessert Parlor, Cafe","Delivery","BTM","Pan Cake, Nutella Pancakes","Desserts, Cafe","5"
"Mojo Pizza - 2X Toppings",600,1,0,"Takeaway, Delivery","Delivery","BTM","Veggie Pizza, Garlic Bread, Cheesy Pizza, Chicken Pizza, Thin Crust Pizza, Chocolava","Pizza","4"
"Mumbai Tiffin",400,1,0,"Quick Bites","Delivery","BTM","Thali, Coffee, Buttermilk, Tea, Methi Paratha, Sweet Lassi, Aamras","North Indian","4"
"Savitha Family Restaurant",500,1,0,"Quick Bites","Delivery","BTM","Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles","North Indian","4"
"Nutri Rich",350,1,0,"Quick Bites","Delivery","BTM","Pizza, Spinach Curry, Salad","Healthy Food","4"
"Mahesh Friends Food Center",300,1,0,"Quick Bites","Delivery","BTM","Lassi","Chinese, North Indian","3"
"Ashirvaad Grand",400,1,0,"Quick Bites","Delivery","BTM","Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian","4"
"McDonald's",500,1,0,"Quick Bites","Delivery","BTM","Coffee, Peri Peri Fries, Hot Chocolate, Scrambled Eggs, Donut, Grilled Chicken Wrap, Ice Tea","Burger, Fast Food","4"
"Savoury Restaurant",800,1,0,"Casual Dining","Delivery","BTM","Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food","4"
"Dadi's Dum Biryani",800,1,1,"Casual Dining","Delivery","BTM","Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai","4"
"Cheesiano Pizza",700,1,1,"Quick Bites","Delivery","BTM","Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian","4"
"Faasos",500,1,0,"Delivery","Delivery","BTM","Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap","North Indian, Biryani, Fast Food","4"
"Potful",650,1,0,"Delivery","Delivery","BTM","Hyderabadi Mutton Biryani","Biryani, Kebab, Rolls, Mughlai","4"
"Krispy Kreme",300,1,0,"Dessert Parlor","Delivery","BTM","Coffee, Chocolate Donut, Chocolate Dreamcake, Cookie Crunch, Double Chocolate Cake, Hot Chocolate","Desserts, Beverages","4"
"Sri Udupi Park",300,1,0,"Casual Dining","Delivery","BTM","Tea","South Indian, North Indian, Chinese, Beverages","4"
"Biryani Junction",450,1,0,"Quick Bites","Delivery","BTM","Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese","2"
"Aasife & Brothers Biriyani Centre",600,1,0,"Casual Dining","Delivery","BTM","Biryani, Fried Rice, Fish, Chicken Lollipop","Biryani, North Indian, South Indian, Chinese","4"
"Thalassery Restaurant",600,1,0,"Casual Dining","Delivery","BTM","Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices","4"
"Podi Idly",250,1,0,"Quick Bites","Delivery","BTM","Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa","South Indian","4"
"Pizza Hut",750,1,0,"Quick Bites","Delivery","BTM","Prompt Service","Pizza","3"
"Amontron",650,1,0,"Casual Dining","Delivery","BTM","Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow","Bengali","4"
"Savoury - Sea Shell Restaurant",550,1,0,"Casual Dining","Delivery","BTM","Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food","4"
"Grow Fit",500,1,0,"Delivery","Delivery","BTM","Pizza, Brownie, Chicken Biryani","Healthy Food, North Indian, Thai","4"
"Keventers",400,1,0,"Beverage Shop, Dessert Parlor","Delivery","BTM","Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake","Desserts, Beverages, Ice Cream","4"
"SL Vadapav",100,1,0,"Quick Bites","Delivery","BTM","Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav","Maharashtrian","4"
"Rajanna Military Hotel",400,1,0,"Quick Bites","Delivery","BTM","Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken","Biryani, Fast Food","4"
"Kundana",800,1,0,"Casual Dining","Delivery","BTM","Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani","4"
"Hyderabadi Bawarchi",500,1,0,"Casual Dining","Delivery","BTM","Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani","3"
"Sankranthi Veg Restaurant",600,1,0,"Casual Dining","Delivery","BTM","Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese","3"
"Vijayalakshmi Veg",200,1,0,"Quick Bites","Delivery","BTM","Vada, Rava Idli, Masala Dosa, Coffee","South Indian","4"
"Kanti Sweets",400,1,0,"Sweet Shop, Quick Bites","Delivery","BTM","Rasmalai, Kheer Kadam","Mithai, Street Food","4"
"Hyderabadi Biryani Hub",600,1,0,"Casual Dining","Delivery","BTM","Biryani, Raita","Biryani, North Indian, Chinese","4"
"Galito's",1000,1,0,"Casual Dining","Delivery","BTM","Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger","5"
"Sangam Sweets",200,1,0,"Sweet Shop","Delivery","BTM","Pav Bhaji, Chaat, Paratha, Panipuri, Chole Bhature, Dhokla, Dahi Bhalle","Mithai, Street Food","4"
"Dosa Plaza",200,1,0,"Quick Bites","Delivery","BTM","Masala Dosa","South Indian, North Indian, Chinese, Beverages","4"
"Sardarji Ka Dhaba",250,1,0,"Quick Bites","Delivery","BTM","Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti","North Indian","4"
"PHEW (Play Hard Eat Wild)",700,1,1,"Cafe","Delivery","BTM","Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe","4"
"Chokha Chowka",400,1,0,"Quick Bites","Delivery","BTM","Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese","4"
"Mad Over Donuts",450,1,0,"Dessert Parlor","Delivery","BTM","Donut, Latte, Coffee, Choco Bomb, Hot Chocolate, Waffles, Cappuccino","Bakery, Desserts, Beverages","4"
"Mustard Cafe",800,1,0,"Cafe","Delivery","BTM","Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian","4"
"ONE IN A MELON",300,1,0,"Beverage Shop, Quick Bites","Delivery","BTM","Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich","Juices, Healthy Food","4"
"Cakewala",500,1,0,"Bakery","Delivery","BTM","Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake","Bakery, Desserts","4"
"Chaiwala",100,1,0,"Quick Bites","Delivery","BTM","Poha, Bread Omelette, Ginger Chai, Ginger Tea","Fast Food","3"
"Arya Hungry?",450,1,0,"Quick Bites","Delivery","BTM","Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani","North Indian","4"
"Amritsari Kulcha Land",300,1,0,"Quick Bites","Delivery","BTM","Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha","North Indian","4"
"Khai Khai",450,1,0,"Quick Bites","Delivery","BTM","Mutton Kosha, Kosha Mangsho","Bengali","4"
"Cream Stone",500,1,0,"Dessert Parlor","Delivery","BTM","Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles","Desserts, Beverages","4"
"Paisa Vasool",400,1,0,"Quick Bites","Delivery","BTM","Fish Thali, Aloo Paratha","North Indian","3"
"Upahara Darshini",400,1,0,"Quick Bites","Delivery","BTM","Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese","4"
"Sharma's Malai & Masala",550,1,0,"Casual Dining","Delivery","BTM","Chicken Biryani, Kulcha, Chicken Chatpata, Panneer Butter Masala, Paneer Lababdar, Tandoori Chicken, Shahi Paneer","North Indian","4"
"Howlin Wolf",700,1,0,"Casual Dining","Delivery","BTM","Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich","4"
"Tummy Fuel",400,1,0,"Cafe","Delivery","BTM","Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food","4"
"Bubble Bee",400,1,0,"Dessert Parlor","Delivery","BTM","Bubble Tea, Waffles, Blueberry Cheesecake","Beverages, Bubble Tea, Desserts","4"
"Firangi Bake",600,1,0,"Delivery","Delivery","BTM","Lasagne","Mexican, Italian","4"
"Hotel Junior Kuppanna",550,1,0,"Casual Dining","Delivery","BTM","Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian","3"
"Cafe Madhura",200,1,0,"Quick Bites","Delivery","BTM","Idli, Coffee, Vada","South Indian","4"
"The Rasaganga",300,1,0,"Quick Bites","Delivery","BTM","Coffee, Dahi Vada, Chaat","South Indian, North Indian, Chinese, Street Food","4"
"HSR Agarval Bhavan",400,1,0,"Casual Dining","Delivery","BTM","Tea, Chole Bhature, Kachori","South Indian, Street Food, Fast Food, Desserts, Beverages","3"
"The Pancake Story",300,1,0,"Dessert Parlor","Delivery","BTM","Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages","5"
"Samosa Singh",200,1,0,"Delivery","Delivery","BTM","Chicken Keema Samosa, Aloo Samosa, Manchurian Samosa, Paneer Samosa","Street Food, Fast Food, Rolls, Desserts","4"
"Vegan Heat",650,1,0,"Takeaway, Delivery","Delivery","BTM","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad","4"
"Chaatimes",200,1,0,"Quick Bites","Delivery","BTM","Chaat, Pav Bhaji, Panipuri, Basket Chat, Mango Lassi, Sev Puri, Misal","Street Food, Fast Food","4"
"Zee5 Loft",500,1,0,"Cafe","Delivery","BTM","Tomato Soup, Salad, Pizza, Brownie Shake, Chicken Bbq Wings, Fries, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad","4"
"Dwaraka Krishna",500,1,0,"Takeaway, Delivery","Delivery","BTM","Biryani, Shahi Paneer","North Indian, Biryani, Chinese","4"
"Delite Chaat House",300,1,0,"Quick Bites","Delivery","BTM","Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati","4"
"Gorbandh",400,1,0,"Quick Bites","Delivery","BTM","Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian","4"
"Protein Grillhouse",800,1,1,"Casual Dining","Delivery","BTM","Rice Bowl, Salads, Burgers, Salad, Prawn, Pancakes, Salmon","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts","4"
"ReFresh Juice Junction",200,1,0,"Beverage Shop, Quick Bites","Delivery","BTM","Pasta, Burgers, Sandwiches","Juices, Fast Food","4"
"Occasions",400,1,0,"Bakery","Delivery","BTM","Cup Cake, Chocolate Truffle, Dutch Truffle, Blueberry Cheesecake","Bakery, Desserts","4"
"Nuts Over Salads Cafe",800,1,1,"Cafe","Delivery","BTM","Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie","Cafe, Salad","4"
"Cold Stone Creamery",400,1,0,"Dessert Parlor","Delivery","BTM","Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts","4"
"Malabar Bay",800,1,1,"Casual Dining","Delivery","BTM","Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices","4"
"Calorie Express",450,1,0,"Delivery","Delivery","BTM","Chicken Sandwich","Healthy Food","4"
"Deejas Kitchen",400,1,0,"Takeaway, Delivery","Delivery","BTM","Pothichoru, Roast Chicken, Fish Fry","South Indian, Kerala","4"
"Vakulaa Veg Restaurant",200,1,0,"Quick Bites","Delivery","BTM","Masala Dosa, Coffee, Pongal, Tea, Bonda","South Indian, North Indian","4"
"Tibetan Kitchen",600,1,0,"Quick Bites","Delivery","BTM","Noodles, Pasta, Tibetan Momos, Clear Soup, Chicken Momo, Tibetan Thukpa, Tea","Tibetan, Chinese, Continental, Momos","4"
"The Egg Factory",750,1,0,"Casual Dining","Delivery","BTM","Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette","Continental, American","4"
"Kairali",300,1,0,"Quick Bites","Delivery","BTM","Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","Kerala, South Indian, Seafood, Biryani","4"
"Polar Bear",400,1,0,"Dessert Parlor","Delivery","BTM","Faluda, Brownie Fudge, Waffles, Sandwich, Hot Chocolate Fudge, Crepe, Sandwiches","Ice Cream, Desserts, Beverages, Sandwich","4"
"Dreamcatcher",600,1,0,"Cafe","Delivery","BTM","English Breakfast, Sandwiches","Cafe","4"
"Healthie",600,1,0,"Delivery","Delivery","BTM","Chicken Grill, Sandwich","Healthy Food, Beverages","4"
"Bikaner Jn",300,1,0,"Quick Bites","Delivery","BTM","Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea","Rajasthani","4"
"Tapri By The Corner",250,1,0,"Quick Bites","Delivery","BTM","Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai","Fast Food","4"
"The Bong Palate",300,1,0,"Quick Bites","Delivery","BTM","Mutton Kosha, Basanti Pulao, Chicken Biryani","Bengali, North Indian, Chinese","4"
